"ScheduleDId","ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","ItemOrService","ScheduleId","ReportUID"
"1365799","94579","315191","","","Weebly.com","","","564 Pacific Ave","","San Francisco","CA","94133","False","06/13/2016","54.00","Victoria Manning","Website Registration/service","","{42B3D1FB-8F39-67FE-7665-43A07593E033}"
"1365800","94579","315192","","","Vistaprint.com","","","275 Wyman St","","Waltham","MA","02451","False","06/13/2016","14.98","Victoria Manning","Vistaprint Business Cards","","{42B3D1FB-8F39-67FE-7665-43A07593E033}"
"3844322","280836","514635","","","GOOGLE STORAGE","","","25 MASSACHUSSETTS AVE NW","#900","WASHINGTON","DC","20001","False","05/03/2021","24.00","Herbert C. Jones, Jr","storage","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844323","280836","514635","","","GOOGLE STORAGE","","","25 MASSACHUSSETTS AVE NW","#900","WASHINGTON","DC","20001","False","06/02/2021","24.00","Herbert C. Jones, Jr","storage","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844324","280836","618663","","","Mike Mullin Campagin","","","113A Palace Lane","","Williamsburg","VA","23188","False","03/19/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844325","280836","618663","","","Mike Mullin Campagin","","","113A Palace Lane","","Williamsburg","VA","23188","False","04/19/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844326","280836","618663","","","Mike Mullin Campagin","","","113A Palace Lane","","Williamsburg","VA","23188","False","05/19/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844327","280836","618663","","","Mike Mullin Campagin","","","113A Palace Lane","","Williamsburg","VA","23188","False","06/21/2021","50.00","HERBERT CARROLL JONES","Campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844328","280836","818599","","","Jim Icenberg","","","WJCC HQs","","Williamsburg","VA","23185","False","06/21/2021","50.00","HERBERT CARROLL JONES","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844329","280836","818609","","","Jim Icenberg","","","WJCC HQs","","Williamsburg","VA","23185","False","05/18/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844330","280836","818616","","","Derrick Kitts","","","2 Main Street","POB 6805","Chrisitiansburg","VA","24068","False","05/03/2021","500.00","Herbert C. Jones, Jr","campaign contributions","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844331","280836","818619","","","Jim Icenberg","","","WJCC HQs","","Williamsburg","VA","23185","False","04/19/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"3844332","280836","818623","","","Jim Icenberg","","","WJCC HQs","","Williamsburg","VA","23185","False","03/19/2021","50.00","Herbert C. Jones, Jr","campaign contribution","","{AA505092-2A52-82C6-44C1-A3AE2A69F978}"
"4361229","334974","1012060","","","Cross and Oberlie","","","916 Bird Ave","","Neenah","WI","54956","False","06/09/2023","1925.09","LA Tony Epps","Political Yard Signs","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4361230","334974","1024918","","","Pascat Graphics","","","821 Main St","Rear A","Lynchburg","VA","24504","False","06/22/2023","558.78","L.A. Tony Epps","Campaign Website","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4361231","334974","1027368","","","WVHL","","","P.O. Drawer T","","Farmville","VA","23901","False","06/13/2023","748.00","LA Tony Epps","Campaign Radio Ads","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4361232","334974","1027371","","","Meherrin Volunteer Fire Dept","","","102 Moores Ordinary Rd","","Meherrin","VA","23954","False","06/30/2023","250.00","LA Tony Epps","Advertisements","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4361233","334974","1027375","","","Prospect Volunteer Fire Dept","","","45 Campbell Hill Rd","","Prospect","VA","23960","False","06/30/2023","250.00","LA Tony Epps","Advertisements","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4361234","334974","1027377","","","Midtown Mailboxes","","","308 S Main St","STE B","Farmville","VA","23901","False","06/26/2023","156.37","LA Tony Epps","Campaign Flyers","","{91EA98CB-31A0-60E3-3C66-4EBFAB823FD4}"
"4439175","345350","1040127","","","godaddy.com","","","2155 e godaddy way","","tempe","AZ","85284","False","07/14/2023","119.88","Nicholas Olenik","go daddy web site basic package","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"4439176","345350","1040127","","","godaddy.com","","","2155 e godaddy way","","tempe","AZ","85284","False","07/14/2023","83.88","Nicholas Olenik","godaddy economy linux web hosting with cpanel","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"4439177","345350","1048731","","","Sandbridge volunteer rescue squad","","","305 sandbridge rd","","virginia beach","VA","23456","False","08/16/2023","500.00","Nicholas Olenik","sandbridege rescue squad pig pick'n sponsorship donation","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"4439178","345350","1050685","","","best buy","","","217 independence rd","","virginia beach","VA","23462","False","08/22/2023","129.98","Nicholas Olenik","adobe photoshop and elements software","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"4439179","345350","1050687","","","Amazon.com","","","410 Terry Ave N,","","Seattle","WA","98109","False","08/21/2023","168.30","Nicholas Olenik","button maker and hemp paper","","{C72F1BEE-ECDF-EB95-6663-E7C0C96C216D}"
"4439208","345357","1033255","","","The Patriot","","","P.O Box 2416","","Pulaski","VA","24301","False","07/14/2023","65.00","Andy Cullip","Graduation Ad","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439209","345357","1044951","lAURA","","WALTERS","","","6718 Dunkard Road","","Dublin","VA","24084","True","08/11/2023","188.89","Andy Cullip","reimbursement to Laura Walters for Vista Print Order#VPDZ438XPN","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439210","345357","1048018","","","The Patriot","","","P.O Box 2416","","Pulaski","VA","24301","False","08/10/2023","80.00","Andy Cullip","ad","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439211","345357","1048021","","","The Southwest Times","","","P.O. Box 391","","Pulaski","VA","24301","False","08/08/2023","130.00","Andy Cullip","football ad","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439212","345357","1052757","Roger","","Caudell","","","4616 Newbern Heights Drive","","Pulaski","VA","24301","True","08/26/2023","290.00","Andy Cullip","yard signs","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439213","345357","1053728","","","Signarama","","","424 Peppers Ferry Rd.","","Christiansburg","VA","24073","False","08/25/2023","419.09","Andy Cullip","signs","","{D931AD0A-B88C-CC58-6D83-B6B475FBFD46}"
"4439214","345358","970012","Byron","","Rauch Professional Services LLC","","","1430 Knight Wood Rd","","Diggs","VA","23045","True","07/08/2023","65.69","Tricia Stall","Banner, TriciaStall for Mathews BOS 2X6.","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"4439215","345358","970012","Byron","","Rauch Professional Services LLC","","","1430 Knight Wood Rd","","Diggs","VA","23045","True","08/05/2023","120.03","Tricia Stall","500 Palm Cards","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"4439216","345358","997247","Sandra Phillips","","Look Signs & Graphics","","","Burleigh Rd","","Gloucester","VA","23061","True","07/24/2023","1688.10","Tricia Stall","Campaign signs","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"4439217","345358","1043469","Office Supply","","Gloucester","","","6754 Main St","","Gloucester","VA","23061","True","07/31/2023","79.41","Tricia Stall","Copying for campaign","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"4439218","345358","1050069","","","Northern Neck Sentinel","","","54 Belle Ville Ln","","Warsaw","VA","22572","False","08/21/2023","125.00","Tricia Stall","Ad","","{3A6D3782-B45E-4404-2808-3A97E6DFB185}"
"4439223","345363","840417","","","John Henry Printing, Inc.","","","7300 GEo. Wash. Mem. Highway","Ste B","Yorktown","VA","23692","False","07/13/2023","53.16","Friends of Stephen Roane","3x4 Banner","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439224","345363","840417","","","John Henry Printing, Inc.","","","7300 GEo. Wash. Mem. Highway","Ste B","Yorktown","VA","23692","False","07/26/2023","332.24","Friends of Stephen Roane","Door Hangers and Info Cards","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439225","345363","840417","","","John Henry Printing, Inc.","","","7300 GEo. Wash. Mem. Highway","Ste B","Yorktown","VA","23692","False","08/04/2023","166.12","Friends of Stephen Roane","Signs and printing","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439226","345363","840417","","","John Henry Printing, Inc.","","","7300 GEo. Wash. Mem. Highway","Ste B","Yorktown","VA","23692","False","08/16/2023","102.32","Friends of Stephen Roane","Printing (copies)","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439227","345363","840417","","","John Henry Printing, Inc.","","","7300 GEo. Wash. Mem. Highway","Ste B","Yorktown","VA","23692","False","08/25/2023","166.12","Friends of Stephen Roane","Campaign Signs","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439228","345363","1006592","","","Amazon.com","","","12101 Emerald Pass","","El Paso","TX","79928","False","07/01/2023","24.88","Friends of Stephen Roane","Clipboard/document holder","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439229","345363","1006592","","","Amazon.com","","","12101 Emerald Pass","","El Paso","TX","79928","False","07/01/2023","42.33","Friends of Stephen Roane","Polo Shirts","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439230","345363","1006592","","","Amazon.com","","","12101 Emerald Pass","","El Paso","TX","79928","False","08/10/2023","24.17","Friends of Stephen Roane","Tabletop Sign Holders","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439231","345363","1049757","","","Tractor Supply Co.","","","7437 George Washington Mem. Hwy.","","Yorktown","VA","23692","False","08/19/2023","108.61","Friends of Stephen Roane","Post Pounder, TPosts","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439232","345363","1050657","","","Riverwalk Restaurant","","","323 Water St.","","Yorktown","VA","23690","False","08/22/2023","936.00","Friends of Stephen Roane","Food & Beverage","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439233","345363","1050660","","","Riverwalk Restaurant","","","323 Water St.","","Yorktown","VA","23690","False","08/23/2023","630.00","Friends of Stephen Roane","Food & Beverage","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439234","345363","1053509","","","Dare Market","","","800 Dare Road","","Yorktown","VA","23692","False","08/30/2023","200.00","Friends of Stephen Roane","Advertising","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439235","345363","1053510","","","USPS","","","5702 Geo. Wash. Mem. Hywy","","Yorktown","VA","23692","False","08/31/2023","132.00","Friends of Stephen Roane","USPS","","{F0460E53-2F11-9C30-C004-89AFE05B59AD}"
"4439255","345365","1054009","","","Amazon","","","410 Terry Ave N","","Seattle","WA","98109","False","07/17/2023","58.96","Dan Quinn","T-post puller","","{9C3AA651-EE83-D0E9-3D14-06E8C790F0B9}"
"4439256","345365","1054010","","","Print-n-Paper","","","70 Scruggs Rd SUITE 104","","Moneta","VA","24121","False","08/16/2023","126.36","Dan Quinn","Print Palm Cards","","{9C3AA651-EE83-D0E9-3D14-06E8C790F0B9}"
"4439257","345365","1054011","","","Walmart","","","550 Old Franklin Tpke","","Rocky Mount","VA","24151","False","08/16/2023","2.77","Dan Quinn","Tablecloth for fair booth","","{9C3AA651-EE83-D0E9-3D14-06E8C790F0B9}"
"4439258","345365","1054012","","","Franklin County Treasurer","","","1255 Franklin Street","","Rocky Mouint","VA","24151","False","07/12/2023","100.00","Dan Quinn","Fine","","{9C3AA651-EE83-D0E9-3D14-06E8C790F0B9}"
"4439267","345370","1045619","Marlena","","Kimbleton","","","602 10th Street","","Radford","VA","24141","True","07/10/2023","245.59","Joshua D Taylor","Graphic design - Tshirt","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439268","345370","1045620","Susan","","Burchett","","","3064 Lowmans Ferry Road","","Pulaski","VA","24301","True","07/21/2023","50.00","Joshua D Taylor","Photography","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439269","345370","1045622","Carley","","Cox","","","719 Prospect Ave","","Pulaski","VA","24301","True","08/02/2023","145.00","Joshua D Taylor","Graphic Design","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439270","345370","1045623","","","Atlantic Union Bank","","","2 Town Center Dr","","Dublin","VA","24084","False","07/10/2023","10.00","Joshua D Taylor","Check services","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439271","345370","1051789","","","PC Patriot","","","P.O. Box 2416","","Pulaski","VA","24301","False","08/11/2023","80.00","Joshua D Taylor","Newspaper Ad - PC Patriot","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439272","345370","1051793","","","Vistaprint","","","275 Wyman Street","","Waltham","MA","02451","False","08/21/2023","372.74","Joshua D Taylor","Vistaprint Brochures","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439273","345370","1051797","","","Signarama","","","424 Peppers Ferry Rd NW","","Christiansburg","VA","24073","False","08/24/2023","165.66","Joshua D Taylor","Signarama  4x4 Signs","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439274","345370","1054014","","","Country House Printing","","","525 Church St","","Dublin","VA","24084","False","08/31/2023","153.74","Joshua D Taylor","Printing Services Country House Printing","","{A8AAE38E-A3F8-612F-464D-79D4BE8BF0AA}"
"4439275","345373","1047441","","","Orange County Treasurer","","","112 W. Main Street","","Orange","VA","22960","False","07/24/2023","100.00","Ed Van Hoven","Late fee for campaign finance report","","{5BE1EED5-4D98-6057-4F85-32194BC38896}"
"4439276","345373","1047442","","","The Printing Express Inc.","","","21 Warehouse Rd.","","Harrisonburg,VA","VA","22801","False","08/11/2023","2132.33","Ed Van Hoven","Campaign yard signs","","{5BE1EED5-4D98-6057-4F85-32194BC38896}"
