"ScheduleDId","ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","ItemOrService","ScheduleId","ReportUID"
"4852402","404990","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","11/01/2022","35.00","Maureen Brody","Cognito recurring pmt","","{9D8F492A-527B-AAD1-3DEA-2413DEE067C3}"
"4852403","404990","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","12/01/2022","35.00","Maureen Brody","Cognito recurring pmt","","{9D8F492A-527B-AAD1-3DEA-2413DEE067C3}"
"4852404","404991","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","01/03/2023","35.00","Maureen Brody","Cognito recurring pmt","","{2E271546-CF0A-06F5-8C16-9E2654789427}"
"4852405","404991","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","02/01/2023","35.00","Maureen Brody","Cognito monthly subscription","","{2E271546-CF0A-06F5-8C16-9E2654789427}"
"4852406","404991","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","03/02/2023","35.00","Maureen Brody","Cognito monthly fee","","{2E271546-CF0A-06F5-8C16-9E2654789427}"
"4852407","404991","995111","","","Skype Communications","","","1 Microsoft Way","","Redmond","WA","98052","False","01/19/2023","8.94","Maureen Brody","Unauthorized charge not actually authorized by Maureen Brody but corrected by her. It was reimbursed partially by the bank.","","{2E271546-CF0A-06F5-8C16-9E2654789427}"
"4852429","404995","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","04/03/2023","35.00","Maureen Brody","Cognito monthly subscription","","{847DAF7F-A0C2-1AE4-9FED-920CF844FEE3}"
"4852430","404995","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","05/01/2023","35.00","Maureen Brody","Cognito forms","","{847DAF7F-A0C2-1AE4-9FED-920CF844FEE3}"
"4852431","404995","893205","","","Cognito Forms","","","929 Gervais Street","Suite D","Columbia","SC","29201","False","06/01/2023","35.00","Maureen Brody","Cognito forms","","{847DAF7F-A0C2-1AE4-9FED-920CF844FEE3}"
"4852432","404996","893201","","","VistaPrint","","","9250 Red Rock Rd","Suite A","Reno","NV","89608","False","08/21/2023","85.98","none--under dispute","Potentially fraudulent activity, dispute filed","","{06A20270-AA62-3FC4-D00D-F56424A518A8}"
