"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"401453","","","","Three Arbor Insurance Inc.","","","2828 Old 280 Ct Ste 126","Ste 126","Vestavia","AL","35243","False","05/23/2024","56.56","79277","REFUND, INSURANCE","","{76155433-3F22-44A9-A7AA-9616939A5F89}"
"401507","1134299","","","Virginia National Bank","","","222 E Main St","","Charlottesville","VA","22902","False","05/10/2024","25.00","79289","Refund of Bank Fees","","{492DF653-E155-3F84-9B97-3FC57081C50F}"
"401507","1134299","","","Virginia National Bank","","","222 E Main St","","Charlottesville","VA","22902","False","05/16/2024","705.00","79290","Refund of Bank Fees","","{492DF653-E155-3F84-9B97-3FC57081C50F}"
"401545","1081265","","","Democratic Party of Virginia","","","919 East Main Street","Suite 2050","Richmond","VA","23219","False","04/16/2024","1571.20","79292","Refund for mailer services","","{BA319B50-D35E-95AD-1ACC-DDB5D8339CF8}"
"401580","38384","","","Towne Bank","","","5216 Monticello Ave","","Williamburg","VA","23188","False","04/30/2024",".16","79295","April monthly bank interest","","{124CBBCD-4BC5-5AFF-6260-8D37E8055895}"
"401580","901290","","","Williamsburg Regional Library","","","7770 Croaker Rd","","Williamsburg","VA","23188","False","04/23/2024","115.00","79296","Refund for Room Rental not used","","{124CBBCD-4BC5-5AFF-6260-8D37E8055895}"
"401607","54858","","","Wells Fargo Bank NA","","","PO Box 6995","","Portland","OR","97228","False","04/30/2024",".05","79298","Interest","","{9B32562E-0051-6FA1-3C2A-9A0A4742BB02}"
"401631","457779","","","Fairfax County Federation of Teachers","","","7405 Alban Station Court","B215","Springfield","VA","22150","False","04/30/2024",".10","79299","Interest","","{561D50B3-BEF9-2405-A649-9354E92A8F00}"
"401665","30582","","","Favola for Senate","","","2319 18th Street N","","Arlington","VA","22201","False","05/01/2024","500.00","79300","Voided Check #3667, Dated 7/18/23","","{2E8CD0AE-5A9D-5B10-46E2-993A8600256F}"
"401665","626976","","","Friends of Ian T. Lovejoy for Delegate","","","8665 Sudley Rd","#195","Manassas","VA","20110","False","05/01/2024","250.00","79301","Voided Check #4329, Dated 11/29/23","","{2E8CD0AE-5A9D-5B10-46E2-993A8600256F}"
"401665","674116","","","Friends of Don Scott","","","355 Crawford Street","Suite 704","Portsmouth","VA","23704","False","05/01/2024","1000.00","79302","Voided Check #4355, Dated 12/28/23","","{2E8CD0AE-5A9D-5B10-46E2-993A8600256F}"
"401665","1122978","","","Friends of Russet Perry","","","P.O. Box 5501","","Herndon","VA","20172","False","05/01/2024","500.00","79303","Voided Check #4328, Dated 11/28/23","","{2E8CD0AE-5A9D-5B10-46E2-993A8600256F}"
"401665","1122978","","","Friends of Russet Perry","","","P.O. Box 5501","","Herndon","VA","20172","False","05/20/2024","500.00","79304","Voided Check #4404, Dated 5/1/24","","{2E8CD0AE-5A9D-5B10-46E2-993A8600256F}"
"401681","","","","First Citizen's Bank","","","P.O. Box 27131","","Raleigh","NC","27611-7131","False","04/30/2024","3.50","79305","April 2024 Interest","","{86B20476-9560-EFCF-25E7-CC4997A660AD}"
"401681","","","","Virginia Partners Bank","","","410 William Street","","Fredericksburg","VA","22401-5834","False","04/30/2024","945.65","79306","April 2024 Interest","","{86B20476-9560-EFCF-25E7-CC4997A660AD}"
"401712","","","","Friends of Sam Rasoul","","","P.O. Box 13842","","Roanoke","VA","24037","False","04/09/2024","1000.00","79307","Voided Check - Originally Issued on 12/10/2020","","{E2F4A385-5C18-406A-18AB-A0B92B3AFBB9}"
"401723","464260","","","Campaign Solutions Inc.","","","117 N Saint Asaph Street","","Alexandria","VA","22314","False","04/02/2024","11.15","79308","List Rental","","{A63E8272-0995-98E2-4B23-A1802635DD0D}"
"401728","2981","","","Wells Fargo Bank","","","9801 W Broad Street","","Glen Allen","VA","23060","False","04/30/2024",".18","79312","Interest earned","","{F1642633-07DF-82A1-E753-84CFC4A029B2}"
"401738","12858","","","Charles Schwab & Co., Inc.","","","Headquarters: The Schwab Bldg","211 Main Street","San Francisco","CA","94105","False","04/30/2024","662.24","79315","Investment Interest","","{D6901A97-3846-4001-2B3F-8E47B95F3328}"
"401738","12858","","","Charles Schwab & Co., Inc.","","","Headquarters: The Schwab Bldg","211 Main Street","San Francisco","CA","94105","False","04/30/2024","817.83","79316","Investment Realized Gain","","{D6901A97-3846-4001-2B3F-8E47B95F3328}"
"401746","","","","Wells Fargo Bank","","","200 B St","","Santa Rosa","CA","95401-8509","False","04/08/2024","691.84","79317","Bank Interest","","{D461A12C-E313-3F14-1555-9DF8BD2D326B}"
"401746","","","","Wells Fargo Bank","","","200 B St","","Santa Rosa","CA","95401-8509","False","05/08/2024","684.66","79318","Bank Interest","","{D461A12C-E313-3F14-1555-9DF8BD2D326B}"
"401759","43875","","","Towne Bank","","","3535 Glenwood Ave","","Raleigh","NC","27605","False","04/30/2024",".79","79319","interest","","{5F68C8F0-02BD-8211-9845-AB17563B5B79}"
"401767","648442","","","Towne Bank","","","4501 Cox Road","","Glen Allen","VA","23060","False","04/25/2024","3076.84","79320","Interest earned","","{F0715878-B94D-1DC8-4675-5AB1028AD23A}"
"401811","","","","Wells Fargo Bank","","","8215 W Broad St","","Richmond","VA","23294-4126","False","04/30/2024","2.11","79325","Bank Interest","","{4D168F0F-6E2C-5374-387F-EC3822969510}"
"401830","667098","","","Atlantic Union Bank","","","PO Box 446","","Bowling Green","VA","22427","False","04/30/2024","118.74","79327","Interest income","","{4839A06A-41AB-1C0C-AC8C-BC14E00C63B0}"
"401842","631506","","","Atlantic Union Bank","","","1051 E. Cary Street","Suite 103","Richmond","VA","23219","False","04/30/2024",".15","79337","Interest","","{92317119-5DDE-08A6-8FA3-8B6E28F37A99}"
"401844","55557","","","SunTrust Bank","","","P. O. Box 622227","","Orlando,","FL","32862-2227","False","04/07/2024",".32","79338","Interest","","{396F815B-CD8A-9AE4-DEF2-54ADDCB4C969}"
"401844","55557","","","SunTrust Bank","","","P. O. Box 622227","","Orlando,","FL","32862-2227","False","05/10/2024",".34","79339","Interest","","{396F815B-CD8A-9AE4-DEF2-54ADDCB4C969}"
"401885","569735","","","Bank of America","","","3901 Stillman Pkwy","","Glen Allen","VA","23060","False","04/30/2024","13.24","79348","Interest earned","","{E1C5F52C-AA11-AA62-3829-EA7A175597A9}"
"401886","898244","","","Bank of America","","","3901 Stillman Parkway","","Glen Allen","VA","23060","False","04/30/2024","19.40","79349","Interest earned","","{FB3C60D8-2407-30E7-742C-F46695930C62}"
"401886","907589","","","Omega List Company","","","1420 Spring Hill Road Ste 490","","McLean","VA","22102","False","04/09/2024","32.29","79350","Refund","","{FB3C60D8-2407-30E7-742C-F46695930C62}"
"401886","907589","","","Omega List Company","","","1420 Spring Hill Road Ste 490","","McLean","VA","22102","False","04/09/2024","1872.10","79351","Refund","","{FB3C60D8-2407-30E7-742C-F46695930C62}"
"401886","907589","","","Omega List Company","","","1420 Spring Hill Road Ste 490","","McLean","VA","22102","False","05/09/2024","16.83","79352","Refund","","{FB3C60D8-2407-30E7-742C-F46695930C62}"
"401961","","","","DuPont Community Credit Union","","","1820 S High St","","Harrisonburg","VA","22801-8501","False","04/30/2024","8.67","79356","Community Credit Union Dividend","","{7A35D55E-3FBB-64DC-EB63-392421CDD6ED}"
"401979","15084","","","Truist","","","PO Box 819","","Wilson","NC","27894","False","04/30/2024",".14","79357","Interest","","{5FA87074-B31B-B307-5D80-7A62ED5B98F4}"
"401987","9085","","","Bank of America","","","P. O. Box 27025","","Richmond","VA","23261","False","04/30/2024",".23","79358","Checking Interest April","","{A4511A2A-9DBF-A2A9-502B-F1F7255BC0DC}"
"402197","1081265","","","Democratic Party of Virginia","","","919 East Main Street","Suite 2050","Richmond","VA","23219","False","04/16/2024","1571.20","79371","Refund for mailer services","","{BA319B50-D35E-95AD-1ACC-DDB5D8339CF8}"
"402468","1108651","","","West End Business Association","","","3213 Duke Street","Box #128","Alexandria","VA","22314","False","04/11/2024","35.00","79410","Attended WEBA event and paid $35 by check 10-25-23, but WEBA misplaced the check.","","{6093A548-8EB8-88FB-A8B4-3AE4AC437D29}"
"402478","1144378","","","Treasurer, City of Lynchburg","","","900 Church Street","","Lynchburg","VA","24505-0060","False","04/19/2024","280.00","79411","Refund of Primary filing fee","","{8BD82D12-BA57-A063-D06E-2026CBC735CC}"
"402483","1140557","","","SAM'S CLUB","","","1455 TOWNE SQUARE BLVD","","ROANOKE","VA","24012","False","05/06/2024","16.60","79412","DIDN'T NEED/USE - ORDERED MORE THAN NEEDED","","{97F231AC-0964-7225-2F65-90E39EF7A9A2}"
"402520","1132240","","","Towne Bank","","","P.O.Box 2818","","Norfolk","VA","23501","False","05/31/2024",".10","79417","May Interest","","{0F883342-9825-8070-3853-238FD8186512}"
"402520","1143583","","","Town Bank","","","P.O.Box 2818","","Norfolk","VA","23501","False","04/30/2024",".10","79418","April interest","","{0F883342-9825-8070-3853-238FD8186512}"
"402571","1143264","April","L.","Watson","","","104 Pennsylvania Avenue","","Lynchburg","VA","24502","True","05/06/2024","280.00","79419","Refund for Primary Filing Fee","","{A27B5CDF-D273-F6FF-BE1D-23F171E6CD28}"
"402584","1136560","","","Treasurer City of Lynchburg","","","900 Church Street","","Lynchburg","VA","24504","False","05/08/2024","280.00","79421","Refund primary filing fee","","{28858122-D086-206E-D918-8792CD4D6DCD}"
"402589","1132980","Bank","","Towne","","","6201 Portsmouth Blvd","","Portsmouth","VA","23701","True","05/30/2024",".01","79422","interest at bank","","{7E32D3D8-2857-ED42-13BE-D7D23377B1E2}"
"402605","1144160","","","Ready Toner","","","1001 Wilshire Blvd","","Los Angeles","CA","90017","False","06/01/2024","159.95","79424","Refund","","{1F80CD96-B024-88E1-6CC5-35494AF97E82}"
"402642","1131606","","","Beta Chi Omega Chapter of Alpha Kappa Alpha Sorority, Inc.","","","P.O. Box 13891","","Roanoke","VA","24038","False","05/18/2024","100.00","79427","Refund","","{CE948FA7-6BC7-14DE-5182-36C50CF07F8E}"
"402680","1133355","","","Dupont Community Credit Union","","","1820 South High Street","","Harrisonburg","VA","22801","False","04/30/2024",".05","79428","Interest","","{29BDF42E-00D1-3A28-02FF-AB508510B29E}"
"402680","1133355","","","Dupont Community Credit Union","","","1820 South High Street","","Harrisonburg","VA","22801","False","05/31/2024",".03","79429","Interest","","{29BDF42E-00D1-3A28-02FF-AB508510B29E}"
"402754","1141113","","","BuildASign.com","","","11525A Stonehollow Drive","Suite 100","Austin","TX","78758","False","05/18/2024","650.85","79433","Refund","","{87305B23-B8C1-CC51-8648-FE7B93E70AFD}"
"402754","1141113","","","BuildASign.com","","","11525A Stonehollow Drive","Suite 100","Austin","TX","78758","False","05/18/2024","275.59","79434","Refund","","{87305B23-B8C1-CC51-8648-FE7B93E70AFD}"
