"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"312411","192876","","","Rip Sullivan for Delegate","","","PO Box 50753","","Arlington","VA","22205","False","07/07/2022","5000.00","69771","05/19/21 Check #14187 - not cashed","","{2EE64421-7857-1F6A-B73D-1DF051635F06}"
"312411","480595","","","Locke for State Senate","","","PO Box 9048","","Hampton","VA","23670","False","07/07/2022","1500.00","69772","11/18/2020 Check #14157 - not cashed","","{2EE64421-7857-1F6A-B73D-1DF051635F06}"
"312411","933349","","","Orrock for House","","","9912 Holland Meadows Court","","Fredericksburg","VA","22408","False","07/18/2022","1000.00","69773","Stop payment on a check.","","{2EE64421-7857-1F6A-B73D-1DF051635F06}"
"312527","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","04/30/2022","2689.60","69781","Refund Allocation Transfer from Federal Account","","{2A1EB849-C0F4-16B6-168C-2CCD767DF2F6}"
"312527","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","05/23/2022","2689.60","69782","Refund Allocation Transfer from Federal Account","","{2A1EB849-C0F4-16B6-168C-2CCD767DF2F6}"
"312527","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","06/30/2022","2689.60","69783","Refund Allocation Transfer from Federal Account","","{2A1EB849-C0F4-16B6-168C-2CCD767DF2F6}"
"312576","972016","","","BSV","","","PO Box 40","","Carson","VA","23830","False","01/31/2022","67.27","69791","BSV - Interest","","{4AADD42B-7070-5C2A-2E63-A64280304FB3}"
"312582","169188","","","Commonweatlh of Virginia","","","1111 East Broad St.","","Richmond","VA","23219","False","01/05/2023","196.41","69792","Refund for voter lists","","{711DDAC0-C4DD-AF9F-6EDA-B83F4857F686}"
"312623","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","07/31/2022","2074.94","69793","Refund Allocation Transfer from Federal Account","","{12628D95-F9C0-6C18-EF2F-8525D0C9C91E}"
"312623","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","08/31/2022","2074.94","69794","Refund Allocation Transfer from Federal Account","","{12628D95-F9C0-6C18-EF2F-8525D0C9C91E}"
"312623","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","09/12/2022","2074.94","69795","Refund Allocation Transfer from Federal Account","","{12628D95-F9C0-6C18-EF2F-8525D0C9C91E}"
"312623","","","","Omni Homestead Resort","","","1766 Homestead Dr","","Hot Springs","VA","24445-2910","False","07/25/2022","780.36","69796","Refund of Operating Expenditure","","{12628D95-F9C0-6C18-EF2F-8525D0C9C91E}"
"312629","","","","Wells Fargo","","","2213 N Glebe Rd","","Arlington","VA","22207-3404","False","12/30/2022",".76","69797","Interest","","{37D0B11A-F792-F498-E424-F906320D7A56}"
"312806","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","10/20/2022","2074.94","69816","Refund Allocation Transfer from Federal Account","","{B79945A4-0854-0B63-086E-1FCEE70A0BB2}"
"312806","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","11/28/2022","2074.94","69817","Refund Allocation Transfer from Federal Account","","{B79945A4-0854-0B63-086E-1FCEE70A0BB2}"
"312806","","","","Democratic Party of Virginia","","","PO Box 448","","Richmond","VA","23218-0448","False","12/31/2022","17.20","69818","Refund Allocation Transfer from Federal Account","","{B79945A4-0854-0B63-086E-1FCEE70A0BB2}"
"312859","","","","Elaine Luria For Congress","","","PO Box 66191","","Virginia Beach","VA","23466","False","08/14/2022","333.33","69821","Refund Of Donation","","{E0C7EB8A-166A-1732-43FE-5DDEE9CDD314}"
"312861","","","","Gusto","","","525 20th St","","San Francisco","CA","94107","False","07/11/2022","45.00","69822","Payroll Tax Refund","","{AB977ECA-70E9-BCBE-8B0F-72B7EF31FAC6}"
"312861","","","","Paya","","","12120 Sunset Hills Rd Ste 500","","Reston","VA","20190","False","08/18/2022","20.00","69823","Payroll Tax Refund","","{AB977ECA-70E9-BCBE-8B0F-72B7EF31FAC6}"
"313032","970825","","","Commonwealth of Virginia Department of Elections","","","1100 Bank Street","First Floor","Richmond","VA","23219","False","02/16/2023","760.00","69841","Refund of DOE data fee","","{6652DC4A-8AEF-548A-7CD4-DD1B480AA147}"
"313402","750250","","","TowneBank","","","109 E Main St","","Norfolk","VA","23510","False","09/03/2020","15.00","69902","Maintenance fee refund","","{E3F9203F-1F90-877C-6499-7DC5ECD09C9C}"
"313442","38630","","","LeMunyon for Delegate","","","P.O. Box 220732","","Chantilly","VA","20153","False","09/30/2016","1000.00","69904","Check Number 1519; Written 4/30/2016; UNCASHED","","{E859CF30-CBC5-9274-2D2F-FB172C00DC8D}"
"313442","56858","","","Penny Gross for Mason District Supervisor","","","6715 Little River Tunrpike","Suite 304","Annandale","VA","22003","False","09/30/2016","750.00","69905","Check Number 1521; Written 5/5/2015; UNCASHED","","{E859CF30-CBC5-9274-2D2F-FB172C00DC8D}"
"313442","248938","","","Rip Sullivan for Delegate","","","PO Box 50753","","Arlington","VA","22205","False","09/30/2016","250.00","69906","Check Number 1517; Written 4/30/15 UNCASHED","","{E859CF30-CBC5-9274-2D2F-FB172C00DC8D}"
