"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"438246","1195422","","","Bill.com","","","6220 America Center Drive","","San Jose","CA","95002","False","10/29/2024",".74","86629","Account Authorization","","{405EC8CF-AB51-91E9-6ACF-25EAB3789AB3}"
"438873","1099561","","","Surovell for State Senate","","","PO Box 289","","Mount Vernon","VA","22121","False","04/10/2025","25000.00","86735","uncashed 12/18/2024 contribution/voided check","","{5159A61B-3C77-89F5-D03C-1B0C2E679B70}"
"439179","54858","","","Wells Fargo Bank NA","","","PO Box 6995","","Portland","OR","97228","False","04/30/2025",".05","86770","Interest","","{8AEAD1B5-A0FD-245B-DC36-9F621746B3CB}"
"439269","","","","Amalgamated Bank","","","1825 K Street NW","","Washington","DC","20006","False","04/30/2025","2231.61","86772","Interest","","{95025138-FE0B-FD5D-96C6-FA8B9306F98A}"
"439322","9085","","","Bank of America","","","P. O. Box 27025","","Richmond","VA","23261","False","04/30/2025",".23","86774","April Interest Checking Acct","","{398121BC-CCD7-9738-449C-147B69BA7BEF}"
"439336","569735","","","Bank of America","","","3901 Stillman Pkwy","","Glen Allen","VA","23060","False","04/30/2025","33.60","86775","Interest earned","","{9C9B62A2-B54C-389A-7C8A-5477D38631DE}"
"439382","43875","","","Towne Bank","","","3535 Glenwood Ave","","Raleigh","NC","27605","False","04/30/2025",".77","86779","interest","","{BCF30320-B1D1-7833-4FFA-377703B928A0}"
"439387","816171","","","Atlantic First Union","","","8209 W Broad Street","","Richmond","VA","23294","False","04/30/2025","143.21","86780","Interest","","{968CB453-3A5E-3A75-538D-B712E79369C0}"
"439403","","","","DuPont Community Credit Union","","","1820 S High St","","Harrisonburg","VA","22801-8501","False","04/30/2025","1.61","86781","Community Credit Union Dividend","","{EACBBB17-6D9D-C839-BC99-0FF194A6A9F7}"
"439403","","Abigail","","Garber","","","2920 Greenway Ct","","Rockingham","VA","22802-8018","True","04/20/2025","738.28","86782","Event Expenses","","{EACBBB17-6D9D-C839-BC99-0FF194A6A9F7}"
"439403","","","","Sara for Virginia","","","PO Box 358","","Ruckersville","VA","22968-0358","False","05/11/2025","1743.37","86783","Staff Payroll","","{EACBBB17-6D9D-C839-BC99-0FF194A6A9F7}"
