"ScheduleHId","ReportId","BeginningBalance","ContributionsReceived","ScheduleCTotal","LoansReceivedTotal","ContributionsAndReceiptsReceived","TotalExpendableFunds","TotalInKindAndExpenditures","LoansPaidTotal","ScheduleITotal","TotalPaymentsMade","ExpendableFundsBalance","TotalUnPaidDebts","BalanceAtStartOfElectionCycle","PreviousReceipts","CurrentReceipts","TotalReceiptsThisElectionCycle","TotalFundsAvailable","PreviousDisbursements","CurrentDisbursements","TotalDisbursements","EndingBalance","ScheduleId","ReportUID"
"386080","438246","5158.93","66904.94",".74",".00","66905.68","72064.61","25866.87",".00",".00","25866.87","46197.74",".00",".00","146274.24","66905.68","213179.92","213179.92","141115.31","25866.87","166982.18","46197.74","","{405EC8CF-AB51-91E9-6ACF-25EAB3789AB3}"
"386259","438434","87033.71","345.40",".00",".00","345.40","87379.11",".00",".00",".00",".00","87379.11",".00","86685.49","1486.20","345.40","1831.60","88517.09","1137.98",".00","1137.98","87379.11","","{07B889BD-0243-DE50-4E8D-E8508434DECC}"
"386331","438538","15528.28",".00",".00",".00",".00","15528.28","6510.00",".00",".00","6510.00","9018.28",".00","18919.06","70.00",".00","70.00","18989.06","3460.78","6510.00","9970.78","9018.28","","{20D080CB-CF7A-FCDB-FAB2-B4C0543DD6BE}"
"386444","438685",".00","150.00",".00",".00","150.00","150.00",".00",".00",".00",".00","150.00","31.40",".00",".00","150.00","150.00","150.00",".00",".00",".00","150.00","","{AC0E32F9-602B-0B6C-77EC-42078A1C1915}"
"386513","438767",".00","456639.80",".00",".00","456639.80","456639.80","31000.00",".00",".00","31000.00","425639.80",".00",".00",".00","456639.80","456639.80","456639.80",".00","31000.00","31000.00","425639.80","","{A8D97489-8AD0-340D-DEFA-A5BC99FF16AA}"
"386579","438845","6688.32","500.00",".00",".00","500.00","7188.32","657.00",".00",".00","657.00","6531.32",".00","6916.08",".00","500.00","500.00","7416.08","227.76","657.00","884.76","6531.32","","{2E51CF2A-6C93-8071-4A85-9CF1E776B388}"
"386601","438873","11518.07","106000.00","25000.00",".00","131000.00","142518.07","80240.60",".00",".00","80240.60","62277.47",".00","22318.37","40000.00","131000.00","171000.00","193318.37","50800.30","80240.60","131040.90","62277.47","","{5159A61B-3C77-89F5-D03C-1B0C2E679B70}"
"386603","438888",".00","500.00",".00",".00","500.00","376.39","22.17",".00",".00","22.17","354.22",".00","95.66",".00","500.00","500.00","595.66","219.27","22.17","241.44","354.22","","{3FC20A27-50D1-6F47-D232-AD65B9B3D5B8}"
"386604","438896","145346.39","1550000.00",".00",".00","1550000.00","1695346.39","1024574.53",".00",".00","1024574.53","670771.86",".00","316164.48","2000.00","1550000.00","1552000.00","1868164.48","172818.09","1024574.53","1197392.62","670771.86","","{4E28AA22-8223-951E-CF24-2000EF15E18C}"
"386658","438981","64394.65",".00",".00",".00",".00","64394.65","1015.00",".00",".00","1015.00","63379.65",".00","64439.65",".00",".00",".00","64439.65","45.00","1015.00","1060.00","63379.65","","{AE780A97-E571-0FD9-632C-4776CD8F2159}"
"386663","438993","5171.79","230.00",".00",".00","230.00","5401.79","11.00",".00",".00","11.00","5390.79",".00","4928.79","255.00","230.00","485.00","5413.79","12.00","11.00","23.00","5390.79","","{18E9BDA0-6A7A-5C00-6536-90B3476D17B9}"
"386733","439105",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{3FD0A0B5-CB11-EADE-8591-1CEB0ECCC37A}"
"386735","439107","126.80",".00",".00",".00",".00","126.80",".00",".00",".00",".00","126.80",".00","126.80",".00",".00",".00","126.80",".00",".00",".00","126.80","","{406EC810-6380-0B7A-90F2-E9BDA283C75E}"
"386736","439108","4015.33",".00",".00",".00",".00","4015.33",".00",".00",".00",".00","4015.33",".00","2081.33","3735.00",".00","3735.00","5816.33","1801.00",".00","1801.00","4015.33","","{2B53BB43-0291-E182-C245-43835E8D6EEF}"
"386738","439110",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{608A45E9-B7EA-73C0-CD54-FA35B1FCA0CD}"
