"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"414271","484406","14","5825.00","1","1000.00","96","2449.01","0",".00","111","9274.01",".00","1000.00",".00","7352.50","8352.50",".00",".00",".00",".00",".00","","{2EC86D0B-4264-BBC0-4F03-55A1252EF8AF}"
"415765","486064","3","900.00","0",".00","7","475.00","0",".00","10","1375.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{D28A9C08-5C1A-F8E2-C6A3-265E2CD5418A}"
"416208","486609","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00",".00",".00","500.00",".00","500.00","500.00",".00","","{C8E51E1E-1270-596C-0240-E6056F8732DE}"
"416225","486630","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","38541.59","38541.59",".00",".00",".00",".00",".00","","{BED34BBB-4C28-033E-97F4-28B07FF3C098}"
"416243","486649","7","11585.00","2","10645.25","0",".00","0",".00","9","22230.25",".00","10645.25",".00","17219.33","27864.58",".00",".00",".00",".00",".00","","{05FE04D5-B5E5-CAD8-E884-D5237A83AA27}"
"416250","486664","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6763376F-C445-35F7-2F44-58DB58F80DAB}"
"416275","486693","3","1510.00","0",".00","1","36.12","0",".00","4","1546.12",".00",".00",".00",".00",".00","1400.00",".00","1400.00","1550.00","-150.00","","{CB6B8018-C642-102C-0CA9-EF91B193E177}"
"416282","486703","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","169.30","169.30",".00",".00",".00",".00",".00","","{2AACC30F-19A2-2E0D-03ED-E40AD9F3D185}"
"416287","486708","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3229.65",".00","3229.65",".00","3229.65","","{472158C5-EEE3-2C77-1EDB-E7760D087C0A}"
"416289","486710","1","1600.00","0",".00","1","20.00","0",".00","2","1620.00",".00",".00",".00",".00",".00","3229.65",".00","3229.65","1600.00","1629.65","","{472158C5-EEE3-2C77-1EDB-E7760D087C0A}"
"416290","486711","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1629.65",".00","1629.65",".00","1629.65","","{81833F48-9D3F-BA9C-4C41-0CE2C573EA1D}"
"416291","486712","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1629.65",".00","1629.65",".00","1629.65","","{B1A03A4E-C918-E62F-BCF7-554CB06569A6}"
"416292","486713","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1629.65",".00","1629.65",".00","1629.65","","{47DE41B5-357B-19DB-5201-5567DD5C3D89}"
"416296","486717","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{F34DAB14-17BB-29FC-3E46-BC56FB471634}"
"416308","486730","2","450.00","0",".00","3","70.00","0",".00","5","520.00",".01",".00",".00","292.66","292.66",".00",".00",".00",".00",".00","","{50B0139C-14E7-7BA2-E5DC-1016646D968B}"
"416311","486733","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{EC410AE4-18AC-F4B4-80B6-CC896EA8159A}"
"416326","486749","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00","100.00","100.00",".00","100.00","","{A7F0C19C-75C3-4636-5640-74F305B0F3CB}"
"416327","486750","2","450.00","0",".00","0",".00","0",".00","2","450.00",".00",".00",".00",".00",".00","100.00","139.44","239.44",".00","239.44","","{F92E1C4A-406C-32EF-6FE4-5B77ED6CCD54}"
"416328","486751","2","253.48","0",".00","2","125.00","0",".00","4","378.48",".00",".00",".00","1992.12","1992.12","239.44","2811.84","3051.28",".00","3051.28","","{C5DD6655-9F3D-76C5-56C9-10566089965B}"
"416329","486752","5","760.44","0",".00","11","644.08","0",".00","16","1404.52",".00",".00",".00",".00",".00","3051.28",".00","3051.28",".00","3051.28","","{B212E0C9-2E1A-A86D-A663-E9CB6E3C29FA}"
"416330","486753","1","242.28","0",".00","2","75.00","0",".00","3","317.28",".00",".00",".00","1218.31","1218.31","3051.28",".00","3051.28",".00","3051.28","","{1F22F436-6545-47FF-BE11-1C8BE151209D}"
"416331","486754","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3051.28",".00","3051.28",".00","3051.28","","{C87D7CA5-45F3-26EF-48BA-2AA8EDF3FDBE}"
"416332","486755","1","101.00","0",".00","0",".00","0",".00","1","101.00",".00",".00",".00",".00",".00","3051.28",".00","3051.28",".00","3051.28","","{259291C9-4440-F0E2-7F28-3581451B4D27}"
"416333","486756","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","60.00","60.00","3051.28",".00","3051.28",".00","3051.28","","{418CF52D-A9F3-BAC2-7178-88A34B3BDD6F}"
"416335","486758","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3051.28",".00","3051.28",".00","3051.28","","{72C2D006-7D7A-FD68-9929-967AA1705548}"
"416342","486766","2","519.15","0",".00","1","100.00","0",".00","3","619.15",".00",".00",".00",".00",".00","3051.28",".00","3051.28","3051.28",".00","","{A2ABCA40-01A2-D15E-45AE-A1CBAFBA2E7D}"
"416344","486768","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","1368.53","1368.53",".00",".00",".00",".00",".00","","{448A7886-AF1D-E409-3AA9-0A4DF01BC477}"
"416347","486774","0",".00","0",".00","1","1.00","0",".00","1","1.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{2D859448-941A-E0B0-9B0E-9BA15DFABFC1}"
