"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"400567","","","","Local 23 UNITE HERE","","","275 7th Ave","","New York","NY","10001","False","01/04/2024","29197.08","79111","Refund of Staff Salary and Canvassing Expenses","","{C2D11331-A207-5195-25EF-7B1AC31D4B17}"
"400567","","","","UNITE HERE","","","275 Seventh Avenue","","New York","NY","10001","False","01/16/2024","17258.48","79112","Refund of Staff Salary and Canvassing Expenses","","{C2D11331-A207-5195-25EF-7B1AC31D4B17}"
"400629","1085794","","","John Marshall Bank","","","14130 Noblewood Plaza","","Woodbridge","VA","22193","False","01/31/2024","8.98","79120","Bank Interest","","{3498B50F-8B47-8EBA-FCAB-9322CF534E5A}"
"400629","1085794","","","John Marshall Bank","","","14130 Noblewood Plaza","","Woodbridge","VA","22193","False","02/29/2024","8.30","79121","Bank Interest","","{3498B50F-8B47-8EBA-FCAB-9322CF534E5A}"
"400629","1085794","","","John Marshall Bank","","","14130 Noblewood Plaza","","Woodbridge","VA","22193","False","03/31/2024","8.85","79122","Bank Interest","","{3498B50F-8B47-8EBA-FCAB-9322CF534E5A}"
"400822","","","","Adobe, Inc","","","","","San Jose","CA","","False","01/30/2024","19.99","79183","Adobe Credit","","{4C3ECA0C-381A-689A-AAD0-266BF4AB53D5}"
"400822","","","","Walmart","","","","","Bentonville","AR","","False","03/23/2024","31.53","79184","Credit voucher","","{4C3ECA0C-381A-689A-AAD0-266BF4AB53D5}"
"400822","","","","Walmart","","","","","Bentonville","AR","","False","03/29/2024","16.26","79185","Credit Voucher","","{4C3ECA0C-381A-689A-AAD0-266BF4AB53D5}"
"400822","","","","Bank Of The James (Savings)","","","","","Lynchburg","VA","25404","False","03/29/2024",".25","79186","","","{4C3ECA0C-381A-689A-AAD0-266BF4AB53D5}"
"400979","1011903","","","Canva US","","","3212 E. Cesar Chavez St.","","Austin","TX","78702","False","01/08/2024","12.99","79219","Refund of Charge","","{DDB9F877-464E-3C44-5854-90D3605790EA}"
"401108","1140062","","","Primis Bank","","","8821 W Broad St.","","Richmond","VA","23294","False","04/30/2024","672.40","79223","Banking Interest","","{6C83C146-F5FD-5F11-0E5F-9A25232681F0}"
"401134","","","","Amalgamated Bank","","","1825 K Street NW","","Washington","DC","20006","False","04/30/2024","2067.58","79224","Interest","","{F31371F6-44EF-84AE-8316-9E6CD4E0FD71}"
"401135","","","","Bank of America","","","PO Box 17270","","Wilmington","DE","19850-7270","False","05/20/2024","60.00","79225","Bank Service Refund","","{6E56E26B-63ED-807F-5423-A17F83F3F112}"
"401164","","","","Atlantic Union Bank","","","PO Box 940","","Ruther Glen","VA","22546-0940","False","05/25/2024","17.18","79230","","","{291492C1-303F-11E0-67E1-97D835C01556}"
"401212","4034","","","Beacon Credit Union","","","6320 Logans Lane","","Lynchburg","VA","24502","False","04/30/2024","34.37","79234","Dividend on Deposit","","{026F8ECE-B848-B130-7184-1EBF9D4262A0}"
"401277","1085794","","","John Marshall Bank","","","14130 Noblewood Plaza","","Woodbridge","VA","22193","False","04/30/2024","8.57","79238","Bank Interest","","{6AC2F7F0-3651-00A0-0503-E1017D943068}"
"401295","459848","","","Pinnacle Bank","","","36 Church Ave","","Roanoke","VA","24011","False","04/30/2024","2.74","79239","Interest","","{27D0E95E-74D8-D970-D28E-4BB5571CE7CC}"
"401297","1134724","","","Speaker-Designee's Leadership PAC","","","PO Box 3604","","Richmond","VA","23235","False","05/06/2024","500.00","79240","Lost Check/Stop Payment","","{D1C13391-04ED-0314-48D0-E0C2D3E50FA0}"
"401320","957226","","","TowneBank","","","800 E Canal St","","Richmond","VA","23219","False","04/30/2024",".25","79241","interest","","{A4866949-8A22-46B3-DB0A-D55B99C70D82}"
"401322","11103","","","BB&T","","","9383 N. Congress Street","","New Market","VA","22844","False","04/30/2024",".13","79242","Interest","","{97CA772D-2F8B-64CC-B2EE-6B1B0FA169F5}"
"401331","986679","","","Atlantic Union Bank","","","1051 E. Cary Street","","Richmond","VA","23219","False","04/30/2024","4.18","79243","Interest","","{BC146FF2-0454-451E-44DE-C906D2310C36}"
"401348","1141917","","","Atlantic Union Bank","","","1021 E. Cary St.","Suite 103","Richmond","VA","23219","False","04/30/2024","1.03","79249","interest earned","","{A1DB9A26-FE14-3A85-8766-396DE8480CFD}"
"401377","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","04/30/2024",".04","79261","interest","","{5EADC395-DD4F-FC29-E04A-42D3F26DF19F}"
"401416","816171","","","Atlantic First Union","","","8209 W Broad Street","","Richmond","VA","23294","False","04/30/2024","124.10","79267","Interest","","{63F6A884-886F-CAE9-E223-624FBEC7A331}"
"401437","747392","","","Morgan Stanley","","","901 East Byrd Street","Suite 2000","Richmond","VA","23219","False","04/30/2024","1184.10","79270","Interest on Saving Account","","{0D9D2080-0D18-67BF-A594-D777B9B933E4}"
"401477","888622","","","Primis Bank","","","P.O. Box 2075","","Ashland","VA","23005","False","04/30/2024",".12","79281","Bank Interest","","{4E8F52C9-D876-DFCD-6344-E8CEE844C104}"
"401477","1091582","David","","Owens","","","P.O. Box 2440","","Mechanicsville","VA","23116","True","04/30/2024","500.00","79282","Stop Payment - Ck #106 Friends of David Owens","","{4E8F52C9-D876-DFCD-6344-E8CEE844C104}"
"401483","994068","","","TowneBank","","","P.O. Box 2818","","Norfolk","VA","23501","False","04/30/2024","1.51","79285","Interest","","{39C18984-CF45-4422-248E-803D4A230DBA}"
"401506","","","","Buddy Fowler for House of Delegates","","","116 North Railroad Avenue","Suite 13","Ashland","VA","23005-1524","False","05/03/2024","500.00","79287","VOID - Contribution to Committee","","{C1CA9F50-C73B-E532-8F1A-9ACE009C3A15}"
"401506","","","","Spirit of Virginia","","","P.O. Box 523662","","Springfield","VA","22152","False","05/03/2024","5000.00","79288","VOID - Contribution to State Committee","","{C1CA9F50-C73B-E532-8F1A-9ACE009C3A15}"
