"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"356397","410656","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{C1F70E9F-7F92-610D-733D-18AD45F71991}"
"357063","411558","1","250.00","0",".00","0",".00","0",".00","1","250.00",".00",".00",".00","790.06","790.06",".00",".00",".00",".00",".00","","{37A29BB9-9453-8555-D028-99995752F24D}"
"357537","412283","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","100.00",".00","100.00",".00","100.00","","{DB5C98A2-C3D4-F801-A8BE-5C0C0F42D54A}"
"357539","412285","0",".00","1","1127.01","0",".00","0",".00","1","1127.01",".00","1127.01",".00","494.40","1621.41","10000.00",".00","10000.00",".00","10000.00","","{69156A42-EE03-16DD-28F6-25095E59FA1C}"
"357541","412287","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","73719.00",".00","73719.00",".00","73719.00","","{A5910845-6DA3-B600-AC55-A0896337A3CF}"
"357542","412288","5","634.33","0",".00","6","163.71","0",".00","11","798.04",".00",".00",".00","748.50","748.50",".00",".00",".00",".00",".00","","{0E923CB0-B355-A8DA-26D0-00B5ED77FAF2}"
"357545","412291","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","3130.20","3130.20",".00",".00",".00",".00",".00","","{20CCCD68-5DA3-6A15-3CA1-FA6440876B05}"
"357547","412293","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","7047.86",".00","7047.86",".00","7047.86","","{3018506A-BD7B-6CB9-C40E-1F62B51DF905}"
"357550","412296","4","1700.00","0",".00","11","683.00","0",".00","15","2383.00",".00",".00",".00","15.91","15.91",".00",".00",".00",".00",".00","","{838B4C08-D7DE-FA29-D55B-CBAF0FA1C2EA}"
"357555","412302","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{AD8D34F9-E1C5-175F-295F-DB08F16B0AA6}"
"357559","412307","0",".00","0",".00","0",".00","0",".00","0",".00",".13",".00",".00","910.00","910.00",".00",".00",".00",".00",".00","","{4A08925D-535B-D235-660D-40E502FFFBB7}"
"357562","412310","6","7480.00","0",".00","4","185.00","0",".00","10","7665.00",".00",".00",".00","6140.51","6140.51",".00",".00",".00",".00",".00","","{DE1E743F-573F-BEE7-DB6D-1796EED3B607}"
"357563","412311","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","3500.00","3500.00",".00",".00",".00",".00",".00","","{0FAC71D8-25A6-F4D0-0630-15E0839A3C59}"
"357564","412312","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{212D3F55-21E7-EBB4-BAA7-41F561E41873}"
"357570","412318","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{4E025B80-67A1-C0C4-5594-362D010AA650}"
"357576","412326","2","800.00","0",".00","0",".00","0",".00","2","800.00",".00",".00",".00","21.39","21.39",".00",".00",".00",".00",".00","","{4D855795-0128-906C-A52C-886CD2865933}"
"357583","412333","2","500.00","3","290.44","30","1100.00","1","65.00","36","1955.44",".00","290.44","65.00","574.64","930.08",".00",".00",".00",".00",".00","","{67CD8D54-0348-4CFB-70C1-F9EF51E1813C}"
"357585","412335","3","1250.00","0",".00","20","796.00","1","17.79","24","2063.79",".00",".00","17.79","1007.20","1024.99",".00",".00",".00",".00",".00","","{56D64D7B-767C-7503-8683-9FB0CF31305F}"
"357590","412340","0",".00","0",".00","15","27.00","0",".00","15","27.00","2.15",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{0D3D2333-DD17-0F37-A6D8-768D9C9F551F}"
"357591","412341","21","14485.00","4","1802.02","36","1365.00","0",".00","61","17652.02","45.55","1802.02",".00","17830.91","19632.93",".00","10000.00","10000.00",".00","10000.00","","{92B6740C-DEA2-C769-FA7F-4A4F69A47BD0}"
"357592","412342","25","6491.87","3","1541.18","11","656.11","0",".00","39","8689.16",".00","1541.18",".00","7548.98","9090.16","2500.00",".00","2500.00",".00","2500.00","","{0A5707F8-833E-4893-B96E-A3E299CF29E7}"
"357593","412343","9","2528.79","2","325.00","1","10.00","0",".00","12","2863.79",".00","325.00",".00","16892.06","17217.06","2500.00","500.00","3000.00",".00","3000.00","","{B99BFAF6-7593-3C03-2B6E-91A655410DF1}"
"357594","412344","29","7757.12","1","500.00","10","247.76","1","75.00","41","8579.88",".00","500.00","75.00","7381.13","7956.13","3000.00","500.00","3500.00","3500.00",".00","","{87904ABC-221C-C5AC-59FA-D1FEBFE3642F}"
"357599","412351","4","1175.00","7","166.85","11","856.00","0",".00","22","2197.85",".00","166.85",".00","1699.59","1866.44","500.00","2650.00","3150.00",".00","3150.00","","{CFC1F761-F362-7DAD-3186-A134DCDC1558}"
"357600","412352","8","8900.00","0",".00","3","300.00","0",".00","11","9200.00",".00",".00",".00","11339.22","11339.22","5000.00","4548.00","9548.00",".00","9548.00","","{702F3AEE-99FF-DD52-1FDB-8186B6380575}"
"357602","412354","20","15386.48","0",".00","24","390.95","0",".00","44","15777.43",".00",".00",".00","9214.57","9214.57",".00",".00",".00",".00",".00","","{B3C6DD05-2633-49F8-C919-7258AB680592}"
"357606","412358","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","1020.00",".00","1020.00",".00","1020.00","","{36C9EF1F-EBFC-D4CF-B8F5-B35B97304FD9}"
"357613","412367","36","31290.50","9","2880.00","2","185.00","2","155.00","49","34510.50","500.00","2880.00","155.00","21515.99","24550.99",".00",".00",".00",".00",".00","","{38FAAA59-CCEE-0025-B4D4-07DFD97EB450}"
"357614","412368","2","1613.36","0",".00","1",".02","0",".00","3","1613.38",".00",".00",".00",".02",".02","1860.00",".00","1860.00","1860.00",".00","","{C7E450FF-AFBA-93D4-3C9F-FCA4578D6C41}"
"357617","412373","2","800.00","0",".00","1","100.00","0",".00","3","900.00",".00",".00",".00","14.73","14.73",".00",".00",".00",".00",".00","","{118D5650-06F3-2CF5-217E-DFDE2A348D5B}"
"357618","412374","5","10075.00","0",".00","2","60.00","0",".00","7","10135.00",".00",".00",".00","5533.69","5533.69",".00",".00",".00",".00",".00","","{5FCFC326-029B-EDE0-66EA-9DB1610DFD0F}"
"357619","412376","14","7014.39","0",".00","17","770.65","0",".00","31","7785.04","60.00",".00",".00","2733.17","2733.17",".00",".00",".00",".00",".00","","{04370DA1-7FD6-A6E5-DFA5-E0EE2146EDA5}"
"357621","412378","1","1000.00","0",".00","0",".00","0",".00","1","1000.00",".00",".00",".00",".00",".00","1020.00",".00","1020.00",".00","1020.00","","{36C9EF1F-EBFC-D4CF-B8F5-B35B97304FD9}"
"357625","412384","8","1797.57","12","1360.20","5","232.40","1","69.00","26","3459.17",".00","1360.20","69.00","982.87","2412.07",".00",".00",".00",".00",".00","","{D3B2BAF4-D43C-CB31-6133-1F7D4400DC15}"
