"ScheduleDId","ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","ItemOrService","ScheduleId","ReportUID"
"5149344","436023","1009548","","","ActBlue Technical Services","","","366 Summer Street","","Somerville","MA","02144","False","05/07/2023",".99","Misty Dawn Vickers","Service Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5149345","436023","1009548","","","ActBlue Technical Services","","","366 Summer Street","","Somerville","MA","02144","False","05/14/2023","4.35","Misty Dawn Vickers","Service Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5149346","436023","1009548","","","ActBlue Technical Services","","","366 Summer Street","","Somerville","MA","02144","False","05/21/2023","3.95","Misty Dawn Vickers","Service Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5149347","436023","1009548","","","ActBlue Technical Services","","","366 Summer Street","","Somerville","MA","02144","False","05/28/2023",".99","Misty Dawn Vickers","Service Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5149348","436023","1009548","","","ActBlue Technical Services","","","366 Summer Street","","Somerville","MA","02144","False","06/04/2023","3.95","Misty Dawn Vickers","Service Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5149349","436023","1009613","","","Roanoke County Democratic Committee","","","P.O. Box 20724","","Roanoke","VA","24018","False","05/19/2023","250.00","Misty Dawn Vickers","Filing Fee","","{76124A6E-9044-7388-D051-184923F5502D}"
"5249646","444919","1191806","","","Winsome Sears PAC","","","P.O. Box 71596","","Henrico","VA","23225","False","07/27/2024","200.00","CHARLES H PARTIN","Campaign Contribution","","{2C6614A6-E2DC-78FA-7DE2-FF56D06049A8}"
"5249647","444919","1191807","","","Mcnamara for Delegate","","","P.O. Box 21094","","Roanoke","VA","24018","False","09/01/2024","50.00","CHARLES H PARTIN","Campaign Donation","","{2C6614A6-E2DC-78FA-7DE2-FF56D06049A8}"
"5249650","444922","915280","","","Craft Self Storage","","","PO Box 330","","Christiansburg","VA","24073","False","01/29/2025","500.00","Charles H Partin","Political Material Storage","","{32965E10-72AF-67D1-08B0-06F32BAB24CE}"
"5249651","444922","1220443","","","Giles County Republican Party/Candidates","","","116 Tazewell St.","","Pearisburg","VA","24134","False","03/03/2025","500.00","Charles H Partin","Political Contribution","","{32965E10-72AF-67D1-08B0-06F32BAB24CE}"
"5508229","472974","914407","Trevor","","Webb","","","421 Bullifants blvd.","Apt. 208","Williamsburg","VA","23188","True","04/30/2025","1500.00","Chad Green","Salary","","{A569D168-CCF1-4FF5-4C7D-2FB6BCD9DE76}"
"5508230","472974","915243","","","Anedot","","","PO Box 84314","","Baton Rouge","LA","70808","False","04/02/2025","28.90","Chad Green","Online Processing Fee","","{A569D168-CCF1-4FF5-4C7D-2FB6BCD9DE76}"
"5508231","472974","915243","","","Anedot","","","PO Box 84314","","Baton Rouge","LA","70808","False","04/04/2025","8.30","Chris Woodfin","Online Processing","","{A569D168-CCF1-4FF5-4C7D-2FB6BCD9DE76}"
"5508232","472974","915243","","","Anedot","","","PO Box 84314","","Baton Rouge","LA","70808","False","04/06/2025","8.30","Chris Woodfin","Online Processing Fee","","{A569D168-CCF1-4FF5-4C7D-2FB6BCD9DE76}"
