"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"204133","395937","","","Google Inc.","","","1600 Amphitheatre Pkwy","","Mountain View","CA","94043","False","10/01/2018","2.13","49059","Refund for unused AdWords budget","","{372DE069-6A07-60FC-09F9-BA980421AE98}"
"204227","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","08/31/2018",".38","49116","Interest earned","","{18DDB749-332C-ADAE-8CFD-DCD5958D80C8}"
"204227","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","09/30/2018",".37","49117","Interest earned","","{18DDB749-332C-ADAE-8CFD-DCD5958D80C8}"
"204249","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","10/31/2018",".38","49133","Interest earned","","{6B672468-4E7A-0782-7736-911C651C297E}"
"204249","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","11/30/2018",".37","49134","Interest earned","","{6B672468-4E7A-0782-7736-911C651C297E}"
"204249","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","12/31/2018",".38","49135","Interest earned","","{6B672468-4E7A-0782-7736-911C651C297E}"
"204313","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","01/31/2019",".38","49194","Interest earned","","{6387E6BC-0318-F352-E948-28BE997A17A0}"
"204313","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","02/28/2019",".34","49195","Interest earned","","{6387E6BC-0318-F352-E948-28BE997A17A0}"
"204313","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","03/31/2019","2.10","49196","Interest earned","","{6387E6BC-0318-F352-E948-28BE997A17A0}"
"204343","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","04/30/2019","3.08","49206","Interest earned","","{1A32B240-9341-3B62-98A8-BFCF00ADBE1A}"
"204343","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","05/31/2019","1.65","49207","Interest earned","","{1A32B240-9341-3B62-98A8-BFCF00ADBE1A}"
"204343","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","06/30/2019","3.09","49208","Interest earned","","{1A32B240-9341-3B62-98A8-BFCF00ADBE1A}"
"204344","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","07/31/2019","3.19","49209","Interest earned","","{9FA35E1D-1F7F-EA1A-55E6-9330E5E8BE90}"
"204344","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","08/31/2019",".38","49210","Interest earned","","{9FA35E1D-1F7F-EA1A-55E6-9330E5E8BE90}"
"204344","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","09/30/2019",".37","49211","Interest earned","","{9FA35E1D-1F7F-EA1A-55E6-9330E5E8BE90}"
"204344","464288","","","Vanco","","","3800 American Blvd. West","STE 500","Bloomington","MN","55431","False","07/31/2019",".28","49212","Refund of fees","","{9FA35E1D-1F7F-EA1A-55E6-9330E5E8BE90}"
"204344","464288","","","Vanco","","","3800 American Blvd. West","STE 500","Bloomington","MN","55431","False","09/30/2019",".28","49213","Refund of fees","","{9FA35E1D-1F7F-EA1A-55E6-9330E5E8BE90}"
"204357","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","10/31/2019",".35","49234","Money Market Interest","","{C8807AC2-501D-7A16-4D01-6964EF1E5ABE}"
"204357","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","11/30/2019",".25","49235","Money Market Interest","","{C8807AC2-501D-7A16-4D01-6964EF1E5ABE}"
"204357","318015","","","SunTrust Bank","","","10170 Brook Road","","Glen Allen","VA","23059","False","12/31/2019",".25","49236","Money Market Interest","","{C8807AC2-501D-7A16-4D01-6964EF1E5ABE}"
"204591","538036","","","Madison County Treasurer","","","210 N Main St","","Madison","VA","22727","False","05/10/2019","360.00","49350","Filing Fee Refund","","{6F0F21A4-68AE-A720-3720-ADB1EC0ABB02}"
"204591","675063","","","Win Virginia, LLC","","","198 Van Buren St.","Suite 200","Herndon","VA","20170","False","04/30/2019","300.00","49351","Refund for Travel Fees","","{6F0F21A4-68AE-A720-3720-ADB1EC0ABB02}"
"204730","634150","","","Capital One","","","21700 Towncenter Plaza","","Sterling","VA","20164","False","08/31/2019",".10","49412","Bank Interest","","{9D005327-D3B0-D2DF-1F1B-9854A0244DA4}"
"204731","634150","","","Capital One","","","21700 Towncenter Plaza","","Sterling","VA","20164","False","09/30/2019",".26","49413","Bank Interest","","{44D0FCC5-BE3B-975A-AD6D-4BBDB4A1072E}"
"204733","634150","","","Capital One","","","21700 Towncenter Plaza","","Sterling","VA","20164","False","10/31/2019",".33","49414","Designation Change","","{581D0E55-3094-5719-62C6-6B3766E657C9}"
"204734","634150","","","Capital One","","","21700 Towncenter Plaza","","Sterling","VA","20164","False","11/30/2019",".33","49415","Change of designation","","{34A7DAA5-4678-68E9-DD03-CABC8043CFE1}"
"204734","634150","","","Capital One","","","21700 Towncenter Plaza","","Sterling","VA","20164","False","12/31/2019",".35","49416","Change of designation","","{34A7DAA5-4678-68E9-DD03-CABC8043CFE1}"
