"ScheduleDId","ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","ItemOrService","ScheduleId","ReportUID"
"4798005","396154","973492","","","Election CFO LLC","","","PO Box 26141","","Alexandria","VA","22313","False","03/01/2024","44.28","C Marston","Compliance Consulting","","{68D2811D-6BD8-D311-81DB-46418BA7B57B}"
"4798006","396154","1124483","","","Tax 1099","","","1 E Center St.","Ste. 250","Fayetteville","AR","72701","False","01/11/2024","4.95","C Marston","Tax Filings","","{68D2811D-6BD8-D311-81DB-46418BA7B57B}"
"4798010","396156","979104","","","Nokesville Printing Solutions","","","12914-C Fitzwater Drive","","Nokesville","VA","20181","False","02/12/2024","106.00","B Hankins","Printing","","{ECF89F43-43B9-CB9E-9BA9-8AE46C3C8434}"
"4798011","396156","979830","","","Election CFO LLC","","","PO Box 26141","","Alexandria","VA","22313","False","02/12/2024","29.36","C Marston","Compliance Consulting","","{ECF89F43-43B9-CB9E-9BA9-8AE46C3C8434}"
"4798012","396156","980181","Jeanine","","Lawson","","","13708 Bridlewood Dr","","Gainesville","VA","20155","True","02/27/2024","225.23","C Marston","Mileage Reimbursement","","{ECF89F43-43B9-CB9E-9BA9-8AE46C3C8434}"
"4798013","396156","998417","","","Google","","","1600 Amphitheatre Parkway","","Mountain View","CA","94043","False","02/02/2024","50.40","C. Marston","Online Services","","{ECF89F43-43B9-CB9E-9BA9-8AE46C3C8434}"
"4798018","396162","634891","","","Danny Marshall Election Committee","","","P.O. Box 439","","Danville","VA","24543","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Delegate Danny Marshall","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798019","396162","635076","","","Elect Bloxom for Delegate","","","P.O. Box 27","","Mappsville","VA","23407","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Delegate Rob Bloxom","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798020","396162","635078","","","Carr for Delegate","","","P.O. Box 14625","","Richmond","VA","23221","False","10/05/2023","250.00","Jaime Coleman","PAC Contribution for Delegate Betsy Carr","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798021","396162","635080","","","Gilbert for Delegate","","","P.O. Box 309","","Woodstock","VA","22664","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Speaker Todd Gilbert","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798022","396162","635083","","","Stuart for Senate","","","P.O. Box 1146","","Montross","VA","22520","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Senator Richard Stuart","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798023","396162","635089","","","Ruff for Senate","","","PO Box 332","","Clarksville","VA","23968","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Senator Frank Ruff","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798024","396162","635105","","","Marsden for Senate","","","P.O. Box 10889","","Burke","VA","22209","False","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Senator David Marsden","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798025","396162","968220","Surovell for Senate","","Surovell for Senate","","","PO Box 289","","Mount Vernon","VA","22121","True","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Senator Scott Surovell","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798026","396162","968224","Friends of Lee Ware","","Friends of Lee Ware","","","PO Box 689","","Powhatan","VA","23139","True","09/18/2023","500.00","Jaime Coleman","PAC Contribution to Delegate Lee Ware","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798027","396162","1091959","Mark Peake for Senate","","Mark Peake for Senate","","","4925 Boonsboro Road","Box 172","Lynchburg","VA","24503","True","10/05/2023","250.00","Jaime Coleman","PAC Contribution for Senator Mark Peake","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
"4798028","396162","1091977","Friends of Monty Mason","","Friends of Monty Mason","","","PO Box 232","","Williamsburg","VA","23187","True","10/05/2023","500.00","Jaime Coleman","PAC Contribution for Senator Monty Mason","","{4C552E82-5BE9-A655-83CA-C5E7F5BAB26F}"
